"","BAI_GR","BIO_GR","Height.DBH.Ratio","Estem","Branching.Distance","Twig.Diameter","Twig.Wood.Density","Stem.Wood.Density","Leaf.Mass.Fraction","Leaf.Area","LMA","LCC","LNC","LPC","d15N","t.b2","Ks","Ktwig","Huber.Value","X.Lum","VD","X.Sapwood","d13C","Biomass5","pcent.max.Bio5","Tree.Height","Branch.Height","Root.Wood.Density","Twig.branching.angle","Hmax","Shade.Tolerance","Drought.Tolerance","WaterLogging.Tolerance","Porosity_Diffuse","Porosity_Ring","Soil.Fertility","Light","Temperature","pH","Slope"
"J8ACP3",0.99101997,0.478576621781178,146.9565217,2151.573099,8.625,5.045,0.44162769,0.5139375,1.86684783,97.33210526,33.43409163,47.7417,2.6309,15.10301783,-4.53914778,0.01416761,52.34483001,739.2351391,0.02003764,0.10331998,9082.820518,0.71924842,-30.12511765,4.95509984,0.42495298,338,2.4,0.554423248,42.7554,10,3.56,2,1,1,0,-3.13205422630183,0.0165445107349686,-0.884733878879769,1.66387615282698,0.342353457466056
"J8ACP4",2.011400488,0.269341361298011,149.75,5661.673519,12.8,5.24,0.43391282,0.53633885,1.61924953,104.7991667,43.82986506,47.9168,2.3491,17.5602204,-5.18995955,0.02229696,22.51200735,349.9307128,0.01245219,0.06898097,5542.25915,0.79165863,-28.27797188,10.05700243,0.84742877,599,4.5,0.65581051,56.4225,10,3.56,2,1,1,0,-0.562970237636123,-0.960287309972263,-0.0446049810368383,-1.45822905072198,-0.276654461423066
"J8ACSA16",0.243513436,0.0451413793372668,115.7894737,3778.67509,18.8,5.08,0.55950569,0.80194004,1.11606354,62.87625,40.55585376,46.5362,2.0951,18.44547178,-6.50472214,0.02062883,34.90130527,561.9996739,0.01148312,0.08975135,6607.066136,0.82009564,-31.56012787,1.21756719,0.02262988,440,3.5,0.63854764,54.625,35,4.76,2.88,3.37,1,0,-0.459299139959905,-0.93076000393055,0.141497993764598,-1.97107707380527,-0.328047680975861
"J8ACSP4",0.285534448,0.219506444986091,81.76470588,1107.199767,12,4.4,0.48659885,0.47533074,0.57604439,37.0525,20.96124868,45.364,2.4251,19.73679728,-3.33791439,0.03330375,33.33844281,456.731319,0.00714996,0.08659075,6078.410193,0.6977271,-29.3611425,1.42767225,0.01815407,278,2.4,0.645380158,44.641,5,3.31,2,2,1,0,-1.34008481499163,-1.00001714331715,-0.585555692093203,-1.81556119224796,0.917848379886298
"J8AMSP8",0.145969114,0.103609075852503,127.1428571,2175.135866,12,4.56,0.55829881,0.77439641,0.75608108,15.65272727,52.6774306,49.5186,2.4261,16.46846533,-4.48667051,0.01567078,55.01214573,1017.819782,0.0063782,0.18909137,5573.753931,0.94228529,-29.78016533,0.72984558,0.03147735,267,2.2,0.68508799,49.9610875,12,1.816,2.808,1.05,1,0,-2.36267463333293,-0.539923273206215,-0.996840044457456,-0.980422051390479,0.926117852894926
"J8CAC14",0.323293288,0.0591263329633894,164.8780488,12899.53065,57,7.42,0.45172629,0.7395806,0.48638231,124.1833333,43.39014897,45.8634,2.3535,12.68218295,-4.88987057,0.03511922,262.1199744,264.8873745,0.12158114,0.13467617,24447.84897,0.05146728,-30.60012756,1.61646645,0.10135355,676,5.5,0.644157612,35.272,25,2.07,4,2.5,0,1,-0.803077128947073,-0.995505634755453,-0.259041549304538,-1.15964831476243,-0.437297399449385
"J8CAC15",1.12316418,0.0609073224625891,138.3333333,4587.859446,56,8.675,0.52178103,0.73642456,1.30693062,378.5575,51.25707455,46.5314,2.4411,10.5809721,16.19179199,0.03608153,122.7535085,1085.643539,0.0322013,0.09784763,16686.64227,0.450426,-29.86837639,5.6158209,0.40672271,664,5.2,0.57647059,65.5485,25,2.07,4,2.5,0,1,-0.115643315291212,-0.968551561135906,0.381913827198745,-1.80531413827168,0.416037930651374
"J8OSV16",1.29922402,0.187637093302934,108.6363636,3487.563223,9.26666667,4.19,0.5824086,0.72733082,1.39339339,29.98761905,42.66840283,46.0789,2.4224,12.10064587,-3.91040413,0.02873033,34.3148199,658.5643062,0.00605537,0.06963652,7139.221495,0.97743205,-30.36211143,6.4961201,0.95079953,478,3,0.64896369,66.6575,12,4.58,3.25,1.07,1,0,-1.9973064136889,-0.174790559959983,-0.509263491901732,-1.64024093071345,0.91250652965073
"J8POG5",4.281485618,0.864602194260242,100,1208.655603,9.06666667,8.095,0.50015067,0.43682653,1.25031111,19.35,87.53021589,51.4427,2.0017,16.41154998,-3.69160273,0.02087113,137.3615483,2414.719507,0.01314326,0.20378013,8744.632061,0.89530626,-27.4717852,21.40742809,0.64582255,485,3.4,0.67550274,50.13165,20,1.21,2.5,2,1,0,-0.184328327497515,-1.52151470244779,-1.28327574235898,-1.78464701882565,0.794996465866532
"J8PRP2",2.474592596,0.106728830359923,143.2432432,4970.222736,11.9,5.765,0.55313601,0.53190261,1.07547076,9.93523365,56.88242543,46.8851,2.6806,25.85181099,-4.54654409,0.02674441,34.78459014,623.8280112,0.01262672,0.12364765,3564.189703,0.91337284,-26.727677,12.37296298,0.92285446,530,3.2,0.55992625,46.415,12,3.324,1.908,1.014,1,0,-1.51526305962508,-0.689701082713768,-0.787929265716634,-1.58817499915883,-0.0609975780341847
"J8PRP3",2.404964536,0.569703825942066,100.7692308,1089.814549,11.08695652,5.805,0.52778527,0.53656738,1.73130653,8.81786207,68.70067809,47.6108,1.9826,34.33008154,-6.2872863,0.02981102,42.16448497,767.9157159,0.01480759,0.12944,5175.862358,0.92754901,-26.53940071,12.02482268,0.85578273,393,2.9,0.67581837,55.3588,12,3.55,1.976,1.622,1,0,-0.773045598976272,-1.39706776837612,-0.832777520395119,-1.53883789832929,0.892148619489842
"J8QUR16",2.445563298,1.88828566319202,135.4166667,1146.988829,29.66666667,7.58,0.57587315,0.76103161,1.79846955,60.52416667,90.50103953,48.5066,2.5413,13.91289113,-3.72516448,0.04376351,100.9919809,1422.195377,0.02371209,0.07476016,9938.137835,0.71720363,-28.19237556,12.22781649,0.46578235,325,2.5,0.693089618,45.8795,25,2.75,2.88,1.12,0,1,-0.384373457143968,-1.80559469967484,-1.25708685710556,-1.84802737984693,-0.595395990844972
"J8RHT8",1.883923814,1.47960064590531,114.4262295,1356.813628,69,8.785,0.31992042,0.40399859,2.25352109,219.0972727,66.50429241,47.2648,4.0096,23.3776579,-0.03034962,0.02513164,370.6282161,2225.507401,3.85062868,0.14974777,25440.07826,0.30581633,-27.70361557,9.41961907,0.28080335,349,2.9,0.29545455,23.644,6,1.56,4,1,0,1,-1.00385157929541,-0.958558663767324,-0.553685263703469,0.39461234254413,0.155300702819371
"J8SOA6",1.217618794,1.00891765455165,114.6666667,1232.12555,67,10.525,0.45564614,0.70011448,1.40825523,124.5983333,96.49674287,42.4915,2.0094,26.38676925,-4.93072693,0.02729187,34.27581665,467.5663812,0.02403185,0.14595341,3225.000247,0.69474523,-26.87278496,6.08809397,0.34935374,258,1.5,0.73590361,54.377,10,2.59,1.77,1.27,1,0,-1.4162375971412,-0.660923730842602,-1.04970963278621,-0.987958040154663,2.13258271743605
"J8ULA9",0.78860958,0.52022941924754,117,1368.394458,14.5,4.055,0.48972163,0.77277904,1.38448776,37.61181818,42.82986489,48.5928,3.7469,19.99077015,-4.03970329,0.04091284,287.8361367,918.5535649,0.02899209,0.22439893,17267.60124,0.16252841,-28.40703903,3.9430479,0.18635663,234,1.5,0.51847365,66.61778,35,3.14,2.92,2.46,0,1,-1.96778610981575,-0.55457279250314,-0.796576711721151,-0.793271981010052,-0.39763303369334
"J9ACP5",0.9174711,0.53349638140679,147.1428571,2032.617376,10.5,6.01,0.48486045,0.56490613,1.31880786,80.01375,41.21166674,49.28611932,2.5786,17.25776905,-6.21336594,0.02356057,52.86112052,650.1743401,0.01912031,0.10393364,8643.577781,0.62641705,-29.90362961,4.58735549,0.43192797,309,2.7,0.56182625,44.05533333,10,3.56,2,1,1,0,-0.164750773822379,-1.48209185943032,0.734306591288497,-1.46583074518704,-0.20818850257849
"J9ACR7",NA,NA,161.4285714,3516.160304,5.8,5.495,0.53217156,0.65307217,1.53759154,17.05916667,55.39543745,49.1713,2.5931,16.75774364,-5.24233103,0.01589172,30.32796614,543.1458192,0.00860822,0.08237261,5553.894229,0.9121017,-29.50106918,3.047180038,0.03888214,339,2.5,0.53358055,58.5919,25,3.44,1.84,3.08,1,0,-0.487564027467238,-1.3432229403855,0.380241504685856,-1.32986467035542,-0.518377178158056
"J9ACR9",0.541763606,0.109283939592146,157.3333333,4426.151093,10.9375,5.455,0.51650348,0.57246154,2.3943662,30.09433333,52.3575867,51.2353,2.3226,11.21022096,-4.7353602,0.01758839,26.55944926,514.0841445,0.00793707,0.09863055,5133.825963,0.98579192,-29.7092131,2.70881803,0.12411969,472,3.4,0.64607119,51.11783333,25,3.44,1.84,3.08,1,0,0.250992159149426,-1.40684423841195,0.691418887977989,-1.86187783772406,0.0303088817053059
"J9ACSA18",0.89805765,0.164917924750905,109.0322581,2180.161848,14.8,5.295,0.53560008,0.78603839,1.53283924,27.11833333,50.02765657,50.098,2.2195,15.42495751,-4.20669447,0.0195212,44.33860125,810.0713854,0.00903651,0.12551605,5955.83138,0.93048936,-28.97531898,4.49028825,0.07989135,338,2.3,0.62975334,45.374,35,4.76,2.88,3.37,1,0,-0.530136992379743,-1.40784976641653,-0.0377027800957618,-2.3839746156765,-0.520449179247378
"J9AMSP10",0.200714706,0.121185632142107,137.9166667,3975.096801,9.41176471,4.835,0.60286658,0.84514631,0.37477299,11.738,78.54830465,49.5391,2.2894,21.80056847,-3.83414637,0.01428307,34.73584095,659.2453341,0.00160057,0.13689987,3738.919991,0.96658346,-28.65737923,1.00357353,0.04673808,331,2.5,0.745436948,57.956938666,12,2.204,3.252,1.168,1,0,-3.07174995400529,-1.11605128991776,-1.34767964852191,-1.47802109180081,0.74385160273447
"J9AMSP9",0.83600066,0.0787013597090803,129.3023256,4555.083015,13.73076923,5.985,0.65313941,0.86921659,0.78598726,25.35333333,50.61793321,49.4272,2.5262,16.14889293,-4.08923369,0.00950268,57.88363723,1102.830837,0.00781946,0.16123972,5399.399528,0.97033835,-30.72075233,4.1800033,0.21090309,556,3.7,0.72716947,61.32233333,12,2.25,2.544,1.09,1,0,-0.0614250326233307,-1.36193024721397,1.0295635250251,-1.7826188780087,1.11971409496006
"J9BEPA13",0.490158872,0.0664952854639009,159.7297297,5608.844101,21.77777778,4.8,0.53749965,0.57468635,0.8321714,13.53244444,61.05491329,49.0059,2.5393,16.77848551,-4.94835289,0.02809252,57.40408467,1079.963672,0.00683297,0.14793763,5609.319744,0.95815652,-28.89219841,2.45079436,0.08559089,591,4.5,0.55596601,58.915675,25,1.54,2.02,1.25,1,0,-0.00363237469120957,-1.28430421597776,0.684268040704013,-1.57198147265984,-0.616618186242509
"J9FAG12",0.352891962,0.225662846740701,230,1578.119239,10.66666667,4.195,0.60677832,0.71195419,1.20021158,26.55555556,27.82426778,47.65643314,2.3954,13.56848033,-3.98378458,0.01746981,64.30782926,1196.161041,0.00983445,0.15108522,7647.53035,0.94731827,-32.90227921,1.76445981,0.1211687,230,1.7,0.683351622,61.519506714,25,4.75,1.5,1.5,1,0,-1.56948520428444,-0.590913830763378,0.480930041097387,-1.51978969494674,0.284871945420201
"J9FAG13",0.820475418,0.409148760471463,193.6842105,4413.843152,33.33333333,4.56,0.59454489,0.72622222,1.61581292,59.16230769,47.24941816,50.68777912,2.5719,12.47396027,-4.58247986,0.02456549,29.70937159,567.7908232,0.00630281,0.08968823,9924.109107,0.97334099,-29.59995872,4.1023771,0.276038,368,2.4,0.64811133,65.8951,25,4.75,1.5,1.5,1,0,0.00465989233910903,-1.53215839210101,0.579068893988366,-1.64465367866831,-0.47756423224517
"J9FRA16",0.14816709,0.143845316580885,217.7142857,9645.28069,38.5,6.15,0.45384384,0.75636364,1.1465326,198.159,30.94484732,45.9654,2.6755,18.95454983,-4.12155104,0.04368679,579.4686866,1181.572378,0.13328665,0.18094116,31288.14042,0.10384856,-31.5878421,0.74083546,0.04390492,381,2.3,0.51669675,60.80033333,30,2.46,2.38,2.59,0,1,0.144676058582638,-1.29132157403297,1.09249946881311,-1.89129966507813,0.358473734522431
"J9OSV17",1.003902058,0.587916707497252,143.3333333,1878.299479,10.5,3.76,0.53149418,0.76745592,1.19791667,18.61676471,32.38700096,48.6416,1.9453,12.06376036,-6.83344332,0.02409778,82.51238275,1606.920165,0.00250186,0.1244602,7261.090854,0.99184837,-30.26289833,5.01951029,0.67045093,344,2.6,0.486053252,49.52746,12,4.58,3.25,1.07,1,0,-0.079211680289689,-1.26612897539578,0.86232799563402,-1.54721078980539,0.353173668862024
"J9POG6",0.717332888,0.144650483305065,110.2040816,1651.992366,16.44444444,8.445,0.43801887,0.39262071,1.14246931,25.38472222,73.91803907,52.1131,3.5169,18.72678309,-3.62940044,0.01969074,94.86542008,1778.223725,0.01532615,0.13572656,10484.40729,0.95465967,-29.37701721,3.58666444,0.09476139,540,3.4,0.463663322,63.1977,20,1.21,2.5,2,1,0,-0.221470167807601,-1.19672806091302,0.329699316787415,-1.83815892862633,-0.715535826699254
"J9PRP4",0.543710924,0.266588653602591,116.8421053,634.2632995,13.4,8.075,0.47324022,0.53470588,0.95511437,6.43589041,50.6151292,48.73,2.7179,24.52925275,-6.81950821,0.01941071,94.44774076,1798.053868,0.00487447,0.17262917,4256.269149,0.96957461,-27.89855812,2.71855462,0.17347915,222,1.5,0.670115194,48.7312,12,3.626,1.662,1.146,1,0,-1.07346728824241,-1.90962041222352,-0.73006370517565,-1.4816393285646,-0.183167820983154
"J9PRP6",2.020267208,0.369512296754189,113.6,3940.672723,19.22222222,5.9,0.45628188,0.58290271,1.01265823,10.62724138,59.5898634,49.5655,3.1537,24.97578579,-5.29599035,0.02116635,30.67862373,570.9240481,0.00809211,0.09870045,4701.045194,0.94779099,-26.91909874,10.10133604,0.62149782,568,3.9,0.52955368,52.10125,12,2.886,2.094,1.08,1,0,-0.786493152766044,-2.00584072575962,-0.678643289621078,-2.36198537557432,-0.439214627331246
"J9PRV10",0.251031082,0.1931208881848,152,1955.545221,6.95454546,4.975,0.53053189,0.71557312,0.37092333,9.50548387,46.4248142,43.5688,2.8632,14.78280276,-5.58977953,0.02499874,34.61868936,653.9982345,0.00404861,0.10759389,4678.094025,0.96213511,-29.30393494,1.25515541,0.02570384,228,1.7,0.51022395,56.28175,9,2.59,2.88,1.11,1,0,-0.349367863071708,-1.61242138601856,-0.119196775185077,-1.65780375385743,0.494807160385636
"J9PRV8b",0.311996436,0.498669501744209,155.625,2292.457711,7.875,5.895,0.54411729,0.69879779,0.60327333,8.70166667,71.05918406,49.0766,3.3377,19.40119266,-5.91351194,0.03086108,22.89202775,405.6160418,0.00365451,0.07972133,4880.961265,0.90240391,-27.51932449,1.55998218,0.03276432,249,1.7,0.728251472,59.24633333,9,2.59,2.88,1.11,1,0,-2.06586439123047,-1.67659121106427,-1.07818037682517,-1.49201009669242,-0.0267761905979006
"J9PRV9",0.588170036,0.296655489399421,125,1941.782298,10.7,4.875,0.55158934,0.71989744,0.54095283,9.76,45.40983607,47.8518,2.7216,18.00952725,-5.40096916,0.01840548,56.87120191,995.4831605,0.00393756,0.1447229,6177.375344,0.89148003,-30.37834404,2.94085018,0.06261492,275,2,0.699832834,52.45166667,9,2.59,2.88,1.11,1,0,-1.73793357904923,-1.65292858569133,-0.788716664645949,-2.06307778628214,0.574858689303082
"J9SOA7",2.620199956,0.322346228184254,99,1008.45034,65,8.555,0.45172227,0.66055936,0.80672683,84.069,83.96674161,50.0735,2.9659,27.39596504,-4.83487547,0.04632824,19.13844685,204.6626263,0.01626253,0.12180711,2996.220424,0.54463051,-27.22561348,13.10099978,0.74530201,396,2.4,0.73562818,41.6429,10,2.59,1.77,1.27,1,0,-1.88296863946842,-2.52622791753825,-1.58992164515939,-3.16754009880831,1.87400462440209
"J9SOA8",0.30790942,0.0924932737045168,111.4285714,2465.503301,42,8.685,0.38176002,0.64789224,1.90386907,133.1893333,88.09013735,51.7693,2.6102,26.53096253,-4.25631691,0.03369815,24.4274273,348.5811098,0.06060137,0.13466913,2791.596375,0.72676872,-27.57076729,1.5395471,0.07401841,390,3.2,0.657948176,53.7074,10,2.59,1.77,1.27,1,0,-0.774283299949214,-1.7565946464152,-0.405505618839883,-2.29156350167999,-0.733691779088665
"J9SOA9",1.230980656,0.21935292591222,101.3953488,1629.089001,10.4,10.365,0.44517016,0.58740097,0.54615454,65.61714286,65.32482801,51.8091,2.9684,24.91140915,-4.7169096,0.04679614,32.84618836,449.432128,0.01484025,0.17595502,3265.721909,0.69686595,-28.43337364,6.15490328,0.34506716,436,2.9,0.63186522,81.9016,10,2.59,1.77,1.27,1,0,-0.619998266949056,-1.96590675380739,-0.63770991028969,-2.33672300879801,-0.399389744311887
