"","BAI_GR","BIO_GR","Height.DBH.Ratio","Estem","Branching.Distance","Twig.Diameter","Twig.Wood.Density","Stem.Wood.Density","Leaf.Mass.Fraction","Leaf.Area","LMA","LCC","LNC","LPC","d15N","t.b2","Ks","Ktwig","Huber.Value","X.Lum","VD","X.Sapwood","d13C","Biomass5","pcent.max.Bio5","Tree.Height","Branch.Height","Root.Wood.Density","Twig.branching.angle","Hmax","Shade.Tolerance","Drought.Tolerance","WaterLogging.Tolerance","Porosity_Diffuse","Porosity_Ring","Soil.Fertility","Light","Temperature","Soil.Humidity.Depth.","Slope_Phosphorus"
"J2POB3",1.52586951,0.330850271729666,105.3850017,753.5530726,11.28571429,7.89,0.58504658,0.54313433,0.78743729,23.00769231,108.7707567,49.508,2.2393,8.35465443,-1.90856745,0.030712,59.29544377,1066.4198,0.01038631,0.14605438,5607.808434,0.91596101,-28.50084366,7.62934755,0.6779463,316.1550052,2.2,0.6984127,62.6885,25,1.27,1.77,2.63,1,0,1.16783662191576,-0.831788920398313,-2.08876661386712,0.511899855511426,0.607408421457309
"J2POB4",1.170765862,0.348415177008841,94.19643165,387.9322453,10.33333333,7.385,0.58399476,0.53765957,1.32512791,21.01179487,134.2225368,51.6177,1.4655,14.52372841,-6.42708818,0.03184448,77.90841048,1451.477746,0.0073365,0.18428992,6166.485694,0.94884691,-29.79856621,5.85382931,0.51923799,244.9107223,1.8,NA,65.32933333,25,1.27,1.77,2.63,1,0,1.20079043768975,-0.784785277556869,-2.47636783887524,0.141156674806324,1.1971244930261
"J2POB5",1.178344896,0.754918972399207,127.2825793,1119.032843,16.8,6.115,0.57486404,0.56453172,1.24093175,21.71566667,122.4461602,49.4128,1.4219,6.3720369,-8.83232452,0.02083245,57.7428625,1033.508621,0.00947409,0.14401762,5927.594265,0.91156135,-29.82544579,5.89172448,0.51442851,292.7499323,2.4,NA,51.1253,25,1.27,1.77,2.63,1,0,0.959823723461154,-0.550994673785143,-2.08119238330742,0.720907623801954,0.131049554941649
"J2POD6",1.07826175,0.443796142566406,91.33289596,1023.291182,24.28571429,7.93,0.54191418,0.56083141,1.43730084,21.42615385,103.2586582,44.4823,1.6736,10.77623727,-2.75888993,0.02034201,192.0681034,3254.935168,0.0176962,0.21494058,11065.83773,0.86309223,-29.86950745,5.39130875,0.21346982,337.931715,2.7,NA,56.00554,30,1.7,1.57,3.03,1,0,0.713767745079238,-0.751250716151055,-1.79576131425616,0.0142242127504379,-0.107260870212396
"J2POG3",1.843975872,Inf,158.043236,1620.659422,100,6.14,0.42117435,0.44668367,2.20099223,69.21125,91.82033268,48.6124,1.823,12.06031804,-9.03602745,0.02092154,101.9047368,1382.005289,0.00865135,0.15671748,9865.198375,0.69069362,-30.07437767,13.82127332,0.35112183,316.086472,2,0.52247191,0,20,1.21,2.5,2,1,0,0.713621590835347,-0.772505506273677,-1.31954128875497,-1.03636733939082,-0.00795171987887151
"J2PRS2",3.048639014,1.45671554474565,154.2113944,4934.52614,23.75,5.17,0.52244715,0.62609375,1.22204909,21.52076923,66.63807175,49.0191,3.0162,36.143593,-0.25187244,0.01934822,45.11334451,824.2804116,0.00762407,0.11626883,6142.790654,0.93055075,-28.75239433,15.24319507,0.75562027,493.476462,2.8,0.49388846,40.76,22,2.46,3.02,1.06,1,0,0.27080892761676,0.322181581223183,-0.836216151312595,-0.858472504909304,0.242730174200902
"J2PRV1",0.057024616,0.247287755815226,92.00186582,1059.338096,7.18518519,6.26,0.58209023,0.71327189,0.86212005,6.71375,67.78688016,42.2933,1.9738,35.87363666,-0.99934856,0.01922396,26.02154481,483.5462887,0.00861794,0.09996722,3727.111826,0.94640078,-28.88332687,0.28512308,0.00640637,331.206717,1.9,0.5969193,48.95313333,9,2.59,2.88,1.11,1,0,0.209297828014204,0.261181974870139,-1.13024863663867,-0.762947254152933,0.403675917302548
"J2QUR4",4.265991598,0.80237877277773,129.4701799,4042.473096,13,5.24,0.52607867,0.73016578,2.42945121,45.641,89.94982581,47.2699,2.0356,12.50677356,-5.87928684,0.0208568,284.1521453,1116.246026,0.17547022,0.13291482,26458.83467,0.20006868,-27.70983871,21.32995799,0.74224621,537.3012467,3.5,0.7179803,NA,25,2.75,2.88,1.12,0,1,0.879961958267442,-0.0787584894925399,-1.29176273710756,0.120816458366718,-0.221621422344479
"J2TIA1",0.74599238,0.138487185707715,132.4343526,3134.973836,11.5,4.94,0.36656031,0.43544031,1.89579825,54.1675,40.93783173,45.9062,3.2596,24.90729042,-1.66692837,0.02380229,79.52013007,1459.856039,0.01721934,0.16058637,5802.927363,0.93498159,-30.70866188,3.37865083,0.4053533,648.9283277,5,0.4439624,NA,35,3.98,2.88,1.26,1,0,-0.0848452464911272,1.01531761903203,-0.77679045377115,-0.236246505221373,-0.639688324594424
"J3ACSP1",1.984753938,0.3186891942504,151.239627,3914.439563,11.44444444,5.405,0.45909238,0.57267677,1.02627888,34.73176471,53.16374229,47.724,2.1401,11.12472539,-1.74120504,0.02709965,47.88331767,776.4739959,0.00729014,0.10212301,6088.55283,0.8258721,-29.24888649,9.9237697,0.11905595,544.4626572,3.5,0.56935818,47.50944,5,3.31,2,2,1,0,-0.403445014155417,1.46158470111693,-0.086251223437863,1.53872596164138,-0.762522193633351
"J3ACSP2",0.479061408,0.478539234046946,202.6919499,4965.774264,22,4.395,0.49563511,0.6107438,1.2479136,49.06333333,31.489911,47.3947,2.6432,30.277594,-4.20453072,0.02034323,59.30023872,910.3221064,0.01392828,0.10812682,7089.251347,0.78182357,-30.27141869,2.39530704,0.03102399,354.7109122,2,0.81205674,51.38775,5,3.31,2,2,1,0,-0.131311204727066,1.18206745751332,0.0620234792355381,1.79610070892975,-1.53479229590206
"J3BEA2",0.527608974,0.542989517898015,237.9996822,6326.773862,27.4,5.08,0.47846101,0.52432692,1.45175669,21.42960784,40.28694037,47.5264,2.8749,11.28733704,-1.47744356,0.02149639,58.68018408,1110.309024,0.01030461,0.08550868,9269.166355,0.96365707,-31.33714302,2.63804487,0.10481281,404.5994598,3.3,NA,61.28582,25,3.17,3,2,1,0,0.476591907010843,0.940529934950851,0.268312116170252,2.44060063341592,-0.898783237012271
"J3CAC1",0.485640902,1.47334966702157,252.0142553,10603.44711,52,6.51,0.45369357,0.7563327,2.18684598,211.276,67.73130881,42.2868,2.5681,12.29946254,-1.38607235,0.03527787,297.7595241,1779.750534,0.02953253,0.10810596,44428.59413,0.30441327,-30.2688755,2.42820451,0.15291313,365.4206701,2.4,0.73134328,44.8632,25,2.07,4,2.5,0,1,0.509900771722133,0.872777801361658,-0.0707144734613823,2.14622986546386,-0.185065749874707
"J3OSV6",0.472116266,0.0956926748704356,113.1440366,2889.917787,10.25,4.08,0.57425015,0.72650467,0.66831439,14.44153846,26.55267924,45.3207,2.6278,9.47624813,-1.70158906,0.03086045,48.04266687,922.7760453,0.00330793,0.06136937,7777.760832,0.97822626,-32.22803726,2.36058133,0.34066477,407.3185319,3,NA,64.20268333,12,4.58,3.25,1.07,1,0,-0.713458109031587,1.60902960250877,-0.173715876048316,-1.38855633954865,-0.450468376627176
"J3QUR5",0.40895961,0.598104773542957,265.4657712,13777.87339,17.75,6.305,0.58376637,0.65302326,1.31050621,115.2773333,52.34333434,45.62689027,2.9112,12.28988589,-0.48901382,0.05803335,119.5552018,828.0383301,0.03646325,0.0786852,14268.49828,0.35273786,-30.7723716,2.04479806,0.07895812,438.0185225,2.7,0.65953545,88.15535,25,2.75,2.88,1.12,0,1,0.387963167105313,1.08490040458731,0.238520896417436,2.35806849551847,-0.56759509612688
"J3ULA2",3.243255888,0.531080613844078,138.6942211,5358.547178,51,4.885,0.47401357,0.70463343,2.69600281,79.18722222,43.91842118,42.7476,3.046,12.99780495,-0.57652129,0.0276988,122.3003272,997.2995912,0.02867314,0.10414308,15695.43313,0.41530593,-29.92261543,16.21627944,0.74183191,610.2545729,5.2,NA,54.64,35,3.14,2.92,2.46,0,1,-0.260790973897137,1.31710327800004,0.479271803763173,2.99627184832606,-0.429282969120669
"J5BEA4",0.280353204,0.0748620995169105,127.1548477,2434.930007,5.75,4.105,0.4947559,0.57127389,1.06790945,35.66130435,26.34691116,47.43,2.7724,13.29421935,1.47564805,0.02209852,32.44381828,632.5679962,0.00467193,0.05874913,7136.87314,0.99299112,-32.26276764,1.40176602,0.05759067,356.0335734,2.2,0.5713963,NA,25,3.17,3,2,1,0,-0.0574927044797571,0.183299116439118,0.932715311445157,-0.843832060964385,0.303115065513853
"J5BEPA7",0.172226194,0.150383048889055,200,4249.350782,50,4.97,0.51023197,0.46358566,1.84256449,25.37047619,57.47212733,47.0431,2.2755,14.34493841,-2.16822921,0.03511119,43.96819791,853.1394527,0.00503966,0.09670156,1988.891379,0.98821507,-30.96282967,0.86113097,0.02854824,360,2.7,NA,NA,25,1.54,2.02,1.25,1,0,0.229210945332727,-0.32872012647253,0.671677115556784,-0.0127470414017335,0.172249744762678
"J5FRA9",0.134727044,0.102804308034307,173.9130435,6343.959183,12,6.21,0.47969444,0.7172524,0.84810163,104.9993333,38.044686,47.02697815,2.5618,10.43907836,-2.00401702,0.03054051,654.6307655,867.889227,0.15680718,0.23777734,11737.59681,0.06752087,-30.30227692,0.67363522,0.04219631,400,3.2,0.60620364,NA,30,2.46,2.38,2.59,0,1,0.317312306439688,-0.30021579878589,0.562124776760199,-0.0982203181088191,0.635498072531422
"J5POT8",0.783601448,0.442278568556262,149.5190228,4846.272214,12.375,5.81,0.50324517,0.47078156,0.95659907,10.75842105,81.35609804,51.3466,2.9588,11.54947823,-2.93092942,0.02611746,84.24471185,1577.522765,0.00526215,0.1946339,5353.99708,0.95368093,-30.42448532,3.91800724,0.14993051,523.3165799,4.2,0.58676414,NA,25,1.21,1.77,1.77,1,0,0.264829301461365,-0.338557020854791,0.559888675057787,-0.70874708239059,-0.216079404800547
"J5TIA7",0.66277065,0.440998987081565,137.5,1337.930639,12.71428571,6.625,0.36738838,0.36329966,1.40818991,101.005,34.9267638,45.67670043,3.084,16.51678261,0.90321011,0.01893599,71.67176062,1200.76859,0.02751235,0.18441368,4601.402015,0.85325994,-30.6688369,3.31385325,0.39847735,330,2.5,0.34357542,NA,35,3.98,2.88,1.26,1,0,0.154626569572686,-0.0798525047046035,1.11433301210377,-0.053680660312715,0.121406893110867
"J5ULA6",0.343002936,0.299499266300493,166.6666667,3257.311807,12.75,4.51,0.50674205,0.70074419,1.12233821,31.6473913,33.20556678,43.2108,3.4062,12.85012864,4.8998502,0.0281585,281.8811402,175.4719295,0.1372751,0.27817332,13393.43685,0.03170383,-32.31791992,1.71501467,0.08387225,350,2.8,NA,NA,35,3.14,2.92,2.46,0,1,-0.251100538362545,0.320433177329816,1.10885032487869,-0.746429750957949,-0.049952205262991
"J6ACR4",1.393254764,0.995884347654114,198.5,4498.168532,10.3,5.375,0.48825128,0.58946809,2.29957,35.92228571,52.98740137,50.0782,2.2811,15.86616851,-0.71705841,0.01562165,59.22798399,922.8193806,0.01590741,0.09698945,9490.82384,0.79352364,-31.38768204,6.96627381,0.30173904,397,2.8,NA,52.436,25,3.44,1.84,3.08,1,0,-0.936658502634269,0.0420613227464506,1.16242184045619,0.155193788006992,0.084512229114257
"J6ACSA12",0.275265458,0.0466533773279747,163.255814,13138.13826,11.27777778,4.795,0.55115021,0.77320988,0.76204341,43.366,37.01056127,48.8333,2.3982,15.79577958,-4.73470955,0.02069136,49.66739308,741.3845378,0.00645771,0.11010792,7146.942336,0.76022521,-31.70200882,1.3763273,0.02519861,702,5.7,0.65144864,60.026025,35,4.76,2.88,3.37,1,0,0.149081224132388,-0.78081260465355,0.397168045902914,1.01706293789378,-0.29973181180373
"J6CAC10",0.507787508,0.0573367821183041,138.2716049,5450.891706,28.66666667,7.8095,0.42981797,0.75931398,0.72549003,222.9928571,32.72366187,47.06833925,3.2607,17.82995024,-1.60824766,0.03801739,141.3763608,228.4056765,0.30803751,0.1518824,16332.32962,0.08228112,-30.17911751,2.53893753,0.15147239,560,3.5,NA,50.30603333,25,2.07,4,2.5,0,1,-0.21345289394052,-0.789831634223742,0.120984729569102,0.318882199995517,-0.261395832126776
"J6OSV12",0.249065818,0.0761033299106581,140.2597403,6820.342444,9.10526316,3.52,0.57216599,0.78304239,0.88283186,14.09166667,27.98006252,44.3507,2.6215,10.65216287,-3.07606798,0.02179235,95.15954814,1830.048261,0.00616074,0.13317259,8658.453652,0.97944552,-32.55139908,1.2453291,0.17906607,540,3.9,0.68575851,66.22676,12,4.58,3.25,1.07,1,0,0.197996186311598,-0.914902825230948,0.268272834951552,1.22059654840088,0.219475210965075
"J6PRV4",0.190325262,0.329439043728607,245,7275.072863,10,4.745,0.5218012,0.65700483,0.81912472,10.00337662,35.26082102,45.3609,2.7585,15.12448404,-1.36944686,0.02355798,26.44668732,475.8483608,0.0080343,0.10770832,4623.260142,0.91636271,-31.02600868,0.95162631,0.01916728,343,1.7,0.66599395,47.43245,9,2.59,2.88,1.11,1,0,-0.914237508054669,-0.365578299405588,1.40387039720278,1.89830916643458,-0.0831840812128795
"J6QUR13",0.144874664,0.120631348044555,180,5625.345322,22.8,6.815,0.46054409,0.70898051,1.03626614,69.32666667,41.61114393,49.5241,2.8485,17.10596603,1.51096506,0.01640885,373.6807165,1252.178412,0.06924975,0.1623951,31725.51322,0.17066153,-32.08694847,0.72437332,0.02206688,369,2.9,0.69493007,65.7633,25,2.75,2.88,1.12,0,1,0.0731470913248638,-0.516436944792922,0.97748013720098,-0.319776998704021,-0.00693495165672773
"J7ACR6",0.238097712,0.299301743763826,193.75,2453.161129,17.5,4.475,0.55564282,0.67520723,0.68835048,25.61142857,31.26394467,48.64664335,2.7148,12.22236199,-2.12242093,0.02539165,28.99091028,506.6910323,0.00446104,0.08173259,5167.323283,0.89012598,-32.03806145,1.19048856,0.05868249,310,2.3,0.61314929,NA,25,3.44,1.84,3.08,1,0,-0.307824934405829,-0.191236003174992,0.733385340835677,-0.786848636010804,0.644491759138935
"J7AMSP6",0.379180298,0.0855408512318144,158.3333333,13059.59241,20.66666667,3.375,0.57502857,0.77039841,0.98248792,27.15583333,49.31414368,47.1215,3.3376,11.41227151,-1.44836436,0.01944209,50.53631581,947.3615729,0.00257888,0.16174554,5469.907828,0.9547338,-31.33732613,1.89590149,0.08421814,665,4.5,0.68119441,NA,12,NA,NA,NA,1,0,-0.502580412509753,-0.0357795653924967,1.14050837904234,-2.19496280230545,0.855266909589649
"J7BEPO9",0.088647306,1.70941780267673,158.2608696,1890.732127,27.85714286,4.975,0.49242272,0.55856354,1.64930654,17.6074359,49.87694593,52.5132,3.5695,13.7927638,0.14092551,0.01682382,128.1564238,2491.663707,0.00794078,0.1642017,10639.80353,0.99019142,-31.72890266,0.44323653,0.37777296,364,2.8,0.45297625,NA,15,1.5,2.34,1,1,0,-0.294433241507465,-0.424773027457689,0.678802260033208,-0.244402105862371,-0.75563711911581
"J7CAC13",2.672327108,0.548312592859357,130.4878049,5415.101063,21.25,8.255,0.46374823,0.83500579,0.46087583,180.8075,60.85201112,42.41369301,2.5296,10.72557439,1.23017541,0.0358627,194.422301,426.4359286,0.04926356,0.13696169,22433.89582,0.11170634,-29.60578186,13.36163554,0.86007985,535,3.7,0.52258161,NA,25,2.07,4,2.5,0,1,-0.488264712486971,-0.181195154608485,0.33836051960991,-0.533077797027223,0.297825814235049
"J7FAG10",1.207919914,0.23802967735368,161.25,3050.225946,24,3.715,0.60258826,0.76713656,1.89413055,52.206875,34.41835965,47.2233,2.6086,11.98374332,1.45966119,0.01684143,60.74354924,1137.057049,0.00418458,0.13602022,6850.221746,0.95334963,-30.73808968,6.03959957,0.41188639,387,3.1,0.69022138,NA,25,4.75,1.5,1.5,1,0,-0.221480178442303,-0.206155546193002,0.569755181113871,0.142060846857721,0.411086400060911
"J7FRA13",3.504248252,0.835523237846085,148.8372093,6274.966323,23.75,7.79,0.43706912,0.73824351,1.36560225,181.525,45.42074094,45.9979,2.2363,12.16012383,-0.35591215,0.0197133,183.9621265,635.7115585,0.12446501,0.10524342,15597.69673,0.1759956,-30.7044619,17.52124126,1,640,4.7,NA,NA,30,2.46,2.38,2.59,0,1,-0.010719178764283,-0.521528743964754,0.664704229758705,-0.379071771455333,0.572654088699277
"J7OSV14",0.559287884,0.115602833863261,152,5389.918,17.6,3.975,0.53668367,0.75501299,0.78954306,33.334,30.71938561,44.4261,2.7702,18.32901098,1.21488847,0.0280087,65.36380786,1261.145955,0.00391841,0.13773447,2497.365514,0.98264832,-31.50937279,2.79643942,0.37716461,456,3.5,0.65243727,NA,12,4.58,3.25,1.07,1,0,-0.179168316164175,-0.122717107245345,0.741515959199881,-0.777310285846931,-1.28506723666393
"J7PRS10",0.367657604,0.248439773652932,132,971.4988838,7.35,5.07,0.52526675,0.73880702,0.34862543,10.96811321,37.60472037,46.3181,2.3787,12.50170844,-2.33010446,0.03078194,36.98239533,642.8525226,0.00819511,0.1375262,4897.287327,0.88529177,-30.67390831,1.83828802,0.09161756,198,1.7,NA,NA,22,2.46,3.02,1.06,1,0,-0.825373927156998,-0.325110850122234,0.871839134045912,-1.94909246641937,-0.173209920817585
"J7PRS9",0.925714218,0.464064115835948,100.6896552,1491.766804,32.16666667,3.87,0.51524201,0.65146006,1.03710007,28.26456522,17.45925533,46.2508,4.0198,16.80776001,3.24307628,0.02420907,43.87085427,830.5111221,0.0132939,0.13559314,5213.795029,0.9641386,-30.96655998,4.62857109,0.22627857,292,2.5,0.43535076,NA,22,2.46,3.02,1.06,1,0,-0.258885353160555,-0.0661622414928799,0.703008727098019,0.0351490996595673,0.209495990932092
"J7PRV18",1.493750926,0.517520127690175,129.7368421,4196.373897,14.58333333,5.625,0.51967865,0.63313131,0.66898854,12.450625,42.26695447,45.2689,3.0159,16.15643672,1.99074738,0.02644009,42.53777064,775.2263204,0.00810199,0.11985548,6235.330141,0.92816224,-30.95670494,7.46875463,0.1498208,493,3,0.70113852,NA,9,2.59,2.88,1.11,1,0,0.0597487719685054,-0.29485296568753,0.713720300769119,0.206016147947038,0.709268592647645
"J7PRV5",0.35317117,0.430072283812792,170,654.2380426,13.06666667,8.49,0.58683459,0.73094512,0.23678477,6.41119403,60.45861949,44.9661,3.295,13.00166331,6.16758793,NA,NA,NA,NA,NA,NA,NA,-29.40624847,44.14639628,1,170,1.3,NA,NA,9,2.59,2.88,1.11,1,0,-0.104359960700589,-0.289844030251292,0.603076646177759,0.611125863916476,0.278350299331803
"J7SOA4",0.726987828,0.541192725009351,233.5,8586.972527,100,4.315,0.47227934,0.65006623,1.63493841,52.044,36.85343171,46.9464,3.3846,22.06825205,2.42574148,0.04086698,53.11340289,916.9772794,0.00668279,0.17946776,4756.624993,0.87927466,-32.57228836,3.63493914,0.21619838,467,3.5,0.58275058,NA,10,2.59,1.77,1.27,1,0,-0.0854259835109761,0.0579168758791021,0.710449750144253,1.44235694898452,0.474058100071667
"J7TIA10",0.54519297,1.19615080691331,151.2820513,1301.013799,11.83333333,6.46,0.34199345,0.27817084,1.26156547,101.5125,25.94097607,43.7538,3.9579,21.35698182,0.54318034,0.03648155,77.42554508,1272.28175,0.02382163,0.17437648,6540.531623,0.83689146,-31.6100544,2.72596485,0.30512866,295,2,NA,NA,35,3.98,2.88,1.26,1,0,-0.422665418033682,-0.449921058987794,0.935613793653867,-1.53825760563934,0.112026662231978
"J8ACP3",0.99101997,0.478576621781178,146.9565217,2151.573099,8.625,5.045,0.44162769,0.5139375,1.86684783,97.33210526,33.43409163,47.7417,2.6309,15.10301783,-4.53914778,0.01416761,52.34483001,739.2351391,0.02003764,0.10331998,9082.820518,0.71924842,-30.12511765,4.95509984,0.42495298,338,2.4,NA,42.7554,10,3.56,2,1,1,0,-2.67834983329847,0.0549548061830509,-0.151228052319331,-0.488200512764625,1.14216558080994
"J8ACSA16",0.243513436,0.0451413793372668,115.7894737,3778.67509,18.8,5.08,0.55950569,0.80194004,1.11606354,62.87625,40.55585376,46.5362,2.0951,18.44547178,-6.50472214,0.02062883,34.90130527,561.9996739,0.01148312,0.08975135,6607.066136,0.82009564,-31.56012787,1.21756719,0.02262988,440,3.5,0.63854764,54.625,35,4.76,2.88,3.37,1,0,-0.477426941259966,-1.13447781036512,0.0387280508552955,-0.131553773529386,-0.0758757822020855
"J8AMSP8",0.145969114,0.103609075852503,127.1428571,2175.135866,12,4.56,0.55829881,0.77439641,0.75608108,15.65272727,52.6774306,49.5186,2.4261,16.46846533,-4.48667051,0.01567078,55.01214573,1017.819782,0.0063782,0.18909137,5573.753931,0.94228529,-29.78016533,0.72984558,0.03147735,267,2.2,0.68508799,49.9610875,12,NA,NA,NA,1,0,-2.0355305227815,-0.63214203575668,-0.717565475804786,-1.23143027394754,0.348660780543184
"J8CAC15",1.12316418,0.0609073224625891,138.3333333,4587.859446,56,8.675,0.52178103,0.73642456,1.30693062,378.5575,51.25707455,46.5314,2.4411,10.5809721,16.19179199,0.03608153,122.7535085,1085.643539,0.0322013,0.09784763,16686.64227,0.450426,-29.86837639,5.6158209,0.40672271,664,5.2,0.57647059,65.5485,25,2.07,4,2.5,0,1,-0.17966995517626,-1.16942951243649,0.191637599839534,0.692905650474277,0.470155151961327
"J8FAG11",0.443628344,0.067343551723539,115.0537634,6540.013113,18.16666667,4.15,0.64017081,0.77210728,0.59086539,46.05529412,27.75436176,47.8566,2.3743,12.06562126,-4.83679726,0.01525784,44.830055,834.3781824,0.0070084,0.14478179,5363.196303,0.94790274,-31.98615517,2.21814172,0.16070663,535,4.6,0.59935275,68.763775,25,4.75,1.5,1.5,1,0,-0.449810286473916,-0.80767316884092,0.396749960439992,0.241525478430609,-0.311442515048897
"J8OSV16",1.29922402,0.187637093302934,108.6363636,3487.563223,9.26666667,4.19,0.5824086,0.72733082,1.39339339,29.98761905,42.66840283,46.0789,2.4224,12.10064587,-3.91040413,0.02873033,34.3148199,658.5643062,0.00605537,0.06963652,7139.221495,0.97743205,-30.36211143,6.4961201,0.95079953,478,3,NA,66.6575,12,4.58,3.25,1.07,1,0,-1.72017680841892,-0.324500877716242,-0.779177894837645,0.767775761580679,0.458826254531648
"J8POG5",4.281485618,0.864602194260242,100,1208.655603,9.06666667,8.095,0.50015067,0.43682653,1.25031111,19.35,87.53021589,51.4427,2.0017,16.41154998,-3.69160273,0.02087113,137.3615483,2414.719507,0.01314326,0.20378013,8744.632061,0.89530626,-27.4717852,21.40742809,0.64582255,485,3.4,0.67550274,50.13165,20,1.21,2.5,2,1,0,-0.241397358673611,-1.68959454159179,-1.63508158585136,1.20863460357675,0.81040562821321
"J8POT9",0.83204567,0.506973602346606,136.4864865,4512.945817,10.39285714,7.235,0.50801515,0.53429268,0.95571239,7.1044,112.74703,49.2153,1.7528,16.3078055,-4.45565788,0.03225937,81.33693219,1505.071393,0.01195659,0.18674915,6839.965504,0.942409,-27.40845619,4.16022835,0.16070855,505,3.3,NA,58.0185,25,1.21,1.77,1.77,1,0,0.0762037559888783,-2.01683461574891,-1.08729381234069,1.06283901149086,0.346513795876825
"J8PRP3",2.404964536,0.569703825942066,100.7692308,1089.814549,11.08695652,5.805,0.52778527,0.53656738,1.73130653,8.81786207,68.70067809,47.6108,1.9826,34.33008154,-6.2872863,0.02981102,42.16448497,767.9157159,0.01480759,0.12944,5175.862358,0.92754901,-26.53940071,12.02482268,0.85578273,393,2.9,0.67581837,55.3588,12,NA,NA,NA,1,0,-0.731868229282057,-1.47520253488784,-0.869739394242761,0.322695378351053,0.617584630316887
"J8PRV7",0.146997712,0.169376145337943,123.2,2426.870511,6.07692308,6.775,0.51775647,0.64041667,0.49511046,7.13513158,52.16958342,46.8473,2.9843,14.82627271,-2.49135797,0.01958949,48.47307202,899.1533593,0.00740228,0.16379626,5018.998532,0.94472049,-29.10956512,0.73498856,0.0146891,308,1.9,NA,61.568,9,2.59,2.88,1.11,1,0,-2.13281290662887,-0.413031872529063,-0.60261260525372,-1.42297498535716,0.564484711925219
"J8PRV8a",1.561206144,0.240826615197398,85.31914894,1257.962709,5.95652174,4.965,0.52197019,0.63986851,0.59561386,6.77338462,52.64951053,44.6938,2.6387,14.40680427,-2.5696161,0.03085917,39.17021898,718.295315,0.00462578,0.13787512,4882.669235,0.93393606,-27.61371292,7.80603072,0.15727692,401,2.5,0.71835765,53.567,9,2.59,2.88,1.11,1,0,-2.77991762470982,0.0281344429703355,-0.666070879866101,-1.17095967952997,1.46880736675585
"J8QUR16",2.445563298,1.88828566319202,135.4166667,1146.988829,29.66666667,7.58,0.57587315,0.76103161,1.79846955,60.52416667,90.50103953,48.5066,2.5413,13.91289113,-3.72516448,0.04376351,100.9919809,1422.195377,0.02371209,0.07476016,9938.137835,0.71720363,-28.19237556,12.22781649,0.46578235,325,2.5,NA,45.8795,25,2.75,2.88,1.12,0,1,-0.440265012148965,-1.96481548463337,-1.32898527832754,0.0872201749678892,0.591922157903204
"J8SOA5",0.808877798,0.468036095418765,118.5714286,1996.837914,29.66666667,10.08,0.44938803,0.72476191,1.37860446,80.9925,121.4464302,51.7926,2.5331,22.7124279,-3.40517132,0.05009618,39.35518087,444.7695625,0.02232038,0.15459251,4047.473982,0.57557677,-25.82250916,4.04438899,0.22889208,332,2.5,0.65352911,38.118,10,2.59,1.77,1.27,1,0,-0.408330878043944,-1.10573708462025,-1.27190256923687,-0.181447500626571,1.38364024358916
"J8SOA6",1.217618794,1.00891765455165,114.6666667,1232.12555,67,10.525,0.45564614,0.70011448,1.40825523,124.5983333,96.49674287,42.4915,2.0094,26.38676925,-4.93072693,0.02729187,34.27581665,467.5663812,0.02403185,0.14595341,3225.000247,0.69474523,-26.87278496,6.08809397,0.34935374,258,1.5,0.73590361,54.377,10,2.59,1.77,1.27,1,0,-1.17232166872284,-0.734880959454677,-1.08602616576394,-0.581693147620986,1.25733960526003
"J8TIA12",1.676138876,0.307391246204279,71.27659574,402.1370977,11.55555556,6.72,0.36456505,0.37241379,1.12244141,54.848,33.40140023,44.2884,3.0046,18.86659737,-2.93014576,0.03202367,39.42184095,721.3434268,0.01771948,0.147021,2986.7528,0.93191282,-30.38184227,8.38069438,1,335,2.6,NA,70.08892,35,3.98,2.88,1.26,1,0,-1.3004674653995,-0.531391631754491,0.0433459885982384,0.513532246189802,1.19920829388876
"J8ULA9",0.78860958,0.52022941924754,117,1368.394458,14.5,4.055,0.48972163,0.77277904,1.38448776,37.61181818,42.82986489,48.5928,3.7469,19.99077015,-4.03970329,0.04091284,287.8361367,918.5535649,0.02899209,0.22439893,17267.60124,0.16252841,-28.40703903,3.9430479,0.18635663,234,1.5,0.51847365,66.61778,35,3.14,2.92,2.46,0,1,-1.73360451776278,-0.622773924325765,-0.673799023474126,-0.0126314389214809,-0.267712276234712
"J9ACR9",0.541763606,0.109283939592146,157.3333333,4426.151093,10.9375,5.455,0.51650348,0.57246154,2.3943662,30.09433333,52.3575867,51.2353,2.3226,11.21022096,-4.7353602,0.01758839,26.55944926,514.0841445,0.00793707,0.09863055,5133.825963,0.98579192,-29.7092131,2.70881803,0.12411969,472,3.4,0.64607119,51.11783333,25,3.44,1.84,3.08,1,0,0.120125096290046,-1.4818833953261,0.406048700769519,1.01637548237612,-0.432409075968095
"J9ACSA18",0.89805765,0.164917924750905,109.0322581,2180.161848,14.8,5.295,0.53560008,0.78603839,1.53283924,27.11833333,50.02765657,50.098,2.2195,15.42495751,-4.20669447,0.0195212,44.33860125,810.0713854,0.00903651,0.12551605,5955.83138,0.93048936,-28.97531898,4.49028825,0.07989135,338,2.3,0.62975334,45.374,35,4.76,2.88,3.37,1,0,-0.554798973015868,-1.45123911909881,-0.411252927883671,0.836432981105672,-0.43434191884415
