Soil.Fertility,Light,Temperature,pH,Slope,Estem,Branching.Distance,Stem.Wood.Density,Leaf.Area,LMA,LCC,LNC,LPC,d15N,t.b2,Ks,Ktwig,Huber.Value,X.Lum,VD,X.Sapwood,d13C,Tree.Age,BAI_GR,julian.date.2011
0.19921866037149005,-0.9990276854896896,-0.1619368357717011,-1.0081602027796344,0.2171387845891035,6820.342444,9.105263158,0.783042394,14.09166667,27.98006252,44.3507,2.6215,10.65216287,-3.076067982,0.021792345,95.15954814,1830.048261,0.006160744,0.133172587,8658.453652,0.979445515,-32.55139908,30,0.24906581800000005,191
0.15015179128793177,-1.2147823780685936,1.5239706783828546,0.4919688742782769,0.13541776263389887,595.1691173,8.6,0.664526803,14.4791453,47.96170147,45.42804262,2.8632,16.47467355,-2.955379629,0.025087238,148.0309983,2808.094636,0.014480761,0.206149778,9343.967919,0.966115794,-29.22596962,25,1.6012616080000002,190
-1.9655871859671412,2.145071931370163,-0.04895564123481949,1.0160915903310883,-0.27856765416739176,5115.83267,12.375,0.525641026,110.2985714,31.49244259,47.1443,2.553,12.64964795,-3.149855156,0.015921621,41.73657478,456.4228012,0.022339946,0.101027259,7827.635766,0.55695568,-29.22108711,16,0.3445078800000001,173
1.1678276084956076,0.881710398328835,-0.13739802573844778,-1.1501122332394262,-2.2809275622229728,8257.138235,57,0.667356322,78.743,37.99702831,48.2009,3.0535,14.88130816,-4.991090221,0.027384213,39.66515963,494.2778287,0.010240062,0.098833366,6765.922275,0.634646711,-31.48656784,32,1.20506104,187
-0.7872495692168733,-2.0292208221663284,-1.6049987789866913,-1.4628697654877594,-0.672547699243298,994.050196,27.5,0.573350126,11.41414286,38.69885731,49.4819,3.4409,22.49585465,-4.511614685,0.023143513,55.37436209,1052.315633,0.005878564,0.112889314,5487.235564,0.967848533,-28.39112366,31,0.5971342180000001,198
-0.08085522404123914,-1.640112879007951,-0.13880552491806236,-1.4011165271817791,-0.2938376691159431,4413.843152,33.33333333,0.726222222,59.16230769,47.24941816,50.68777912,2.5719,12.47396027,-4.582479858,0.02456549,29.70937159,567.7908232,0.006302814,0.089688234,9924.109107,0.97334099,-29.59995872,30,0.820475418,198
1.1908591181517552,0.8801158931290362,-0.17913752056686652,-1.2748635866135407,0.7020357561634323,6609.212514,100,0.770939639,55.36714286,37.38679464,49.8897,2.9551,14.01008597,-2.480853958,0.019621149,71.09033709,1281.456724,0.003692139,0.137989011,8524.020791,0.918043967,-31.3911203,21,3.219262996,187
1.1415672912307138,-0.29271273311062973,-0.6745160926291297,1.2144490491839772,0.05519231102267595,906.533297,20,0.592879177,30.05777778,112.0434718,49.2682,1.975,9.312823715,-1.477223692,0.022415287,52.62963762,983.0890366,0.006433082,0.149143528,4933.948588,0.951333047,-29.69578537,14,0.491032362,199
0.14542989409661036,-1.5498305566546566,-0.19467785663677467,-1.6790806315903937,-0.43238037973897553,4426.151093,10.9375,0.572461538,30.09433333,52.3575867,51.2353,2.3226,11.21022096,-4.735360203,0.017588392,26.55944926,514.0841445,0.007937066,0.098630546,5133.825963,0.98579192,-29.7092131,37,0.5417636060000003,198
0.7341366248567822,-0.02503268805019639,1.4079395801431864,0.9241026718743092,-2.2945191638538525,4010.304438,13.55,0.705585106,45.77714286,51.9207964,44.745,2.2664,10.9232699,-0.422219906,0.053401346,122.1285983,471.2393493,0.046323343,0.063018283,31800.69843,0.196514357,-30.48014534,13,0.27759368,194
0.7938795625906041,0.14217130480144763,0.06962967582039971,0.6758664938596173,-0.21143819432485655,4744.596771,15.8,0.815802469,65.719,52.75491106,47.4571,2.1343,10.95241808,-4.302149353,0.022099958,55.12758753,740.3998033,0.014789978,0.091005503,9150.461016,0.684017822,-30.24867424,31,1.188856824,173
1.1219335643771298,0.680265306266809,0.05099251046274647,-0.809601039125511,-0.0551499023565171,3138.356096,6.529411765,0.757360406,31.72741935,23.84220426,50.1072,3.0015,11.08918908,-3.238114252,0.023664031,36.17351695,685.9585233,0.012594954,0.106746998,5510.432816,0.96577783,-32.29928444,22,0.400258578,178
0.859667355979392,-0.5095491024384606,-1.2965922426644083,0.28644401434227007,-0.3630354631039607,1948.878177,9,0.518757726,19.8364,91.89167389,49.3372,1.8882,8.264743721,-6.422099609,0.031315061,72.90520245,1345.355799,0.006857787,0.18522697,6789.872656,0.93982879,-30.34401001,15,1.571485326,218
0.33511247584020304,-1.262608530537578,1.5946000414980814,0.1929395923190617,0.45464438796154594,6540.187445,8.357142857,0.641814059,15.33710526,49.24417906,49.55314892,2.5625,16.78842288,-3.216383123,0.025603627,71.29450175,1326.322214,0.008033904,0.133211509,8351.240621,0.947464868,-30.58699638,13,0.6012083519999999,190
-0.7243663532278712,0.857444162996809,-0.7093653409639684,0.9973180879258594,-1.3604627138878642,5102.913776,100,0.499583085,42.44,74.55230914,49.4409,2.8572,19.48451254,-0.660453093,0.029768809,47.55622556,918.3922244,0.002557551,0.151093007,2666.908382,0.983537515,-28.4660923,13,2.599095404,210
0.6998671681121397,-0.24443218928529584,-0.16899376047570894,-1.2788743647273084,0.604869066895721,3158.502019,8.571428571,0.694197349,51.47615385,30.663937,49.4946,2.5181,8.167120657,-1.320993619,0.016384515,26.86529665,498.3666087,0.005659076,0.087614588,5877.511039,0.944772853,-31.65257568,50,1.269671726,214
1.232180671456125,1.237212266989362,-0.08937331204112399,-1.599771275582516,0.7573746737003835,3564.098335,23.66666667,0.703116279,115.6475,52.82215353,46.082,3.0493,12.48999647,-4.132965488,0.02087292,260.3295114,2197.665591,0.027955591,0.100972972,36123.14695,0.429940458,-30.52065979,19,2.141859018,187
-0.9039921679372842,-0.6113082482715113,-0.09505220843248056,-0.7551376127011751,-0.04047309299211576,1013.258935,13.125,0.509863014,20.89974359,28.29135433,44.127,3.3505,15.62126025,-1.620515585,0.030762015,33.17087847,371.9354577,0.01066141,0.104301314,4886.764823,0.571058657,-31.79162514,27,0.819992478,191
1.206931575149257,-0.3281828626451741,-0.48812382140707095,1.8174204970406849,0.33254322673406045,1731.008973,19.25,0.520962963,13.87757576,92.56266923,46.3526,2.1924,12.60556905,-5.561839581,0.020901199,184.2165332,3074.943533,0.005892456,0.205338579,11167.81328,0.8501169,-29.46727669,20,0.8193420119999999,199
0.3984486783143555,-0.01904706878072803,0.2435912763516637,0.3986747569275378,0.7761807470915814,452.2550522,18.91666667,0.59913615,9.668888889,52.1719145,51.6132,3.283,18.44948487,-3.885506325,0.016640429,19.87424561,344.3943658,0.002580828,0.057890232,5575.772459,0.882542229,-31.71050949,31,0.051506922,194
