Soil.Fertility,Light,Temperature,pH,Slope,Estem,Branching.Distance,Stem.Wood.Density,Leaf.Area,LMA,LCC,LNC,LPC,d15N,t.b2,Ks,Ktwig,Huber.Value,X.Lum,VD,X.Sapwood,d13C,Tree.Age,BIO_GR
-0.2639193420021165,-0.8515993646113493,1.8414477879281963,0.7566502945457205,0.5033787069324306,-2464.38787103311,13.705626789747367,-0.05823690072013286,128.66125,-23.757013650842882,42.48747492,-0.35815743591387417,15.71030643,-2.1887534798591037,0.022067598,-69.83005028395597,484.7949762,0.009598398,0.084206055,6522.291232,-0.04253064985289294,-0.3031465388428878,35,0.06932762453826569
0.3168137469423274,-1.471334169540724,1.199873910933125,0.13575721589757306,0.22009686974080322,1912.1066049669382,-6.027706540252814,0.15639711227987194,49.942,-0.7650762708431651,46.9333,-0.7426574359138282,8.380792936,-1.0109021938590905,0.031818239,-63.414134513951446,574.3777471,0.0128926,0.091130202,6494.73508,-0.04411121385290937,0.06293134115680174,27,0.2187450415490636
0.29695708175901625,-1.4387480788481726,1.4497768244699114,0.4256133208684502,-0.6651599396947564,-1285.2677090330792,-8.264070180252755,-0.028579904720128606,10.98089286,5.299269939156922,51.41695267,0.0901425640861711,18.58994924,1.7211113031409029,0.013673912,-32.064464733951,1384.228269,0.003842745,0.118144581,8633.222818,0.2154272271470884,-0.49506586884319426,15,1.384124562181323
0.20883834951479305,-0.8772530760755789,1.4939207243182746,-0.8593512066263026,0.9353733558261358,-2958.3991250330796,-3.6277065402527535,-0.05272361172012851,20.50904762,-20.001694770843073,45.4262,-0.02275743591382865,12.12922651,-0.2510924618590973,0.025451634,-31.58497327395099,1286.676386,0.003396777,0.151487941,8783.895374,0.1404072431470884,-1.357509328843192,17,0.4865214668749416
-0.2680987956093748,-0.9992391526779224,1.4369893196745112,-0.24145050344314356,0.35236414234677965,-419.7436320330792,-0.7943732102527552,-0.020331304720128555,27.53965517,-19.849569250843075,44.5831,-0.07705743591382866,13.72755983,0.653427812140903,0.018202124,-68.411439173951,550.8337994,0.007237312,0.121430263,5652.919906,0.02310329014708835,-1.1147915888431923,19,0.26285044226186965
-0.024355433834209603,-1.0206894370228317,1.8310899362396087,0.29098359276065827,-0.7124408117134945,-499.75815403307917,-8.502706540252754,0.10007798527987144,55.015,-25.782640220843078,47.6881,0.1613425640861713,13.46337806,2.8245033461409026,0.017021405,-45.135492203950996,1087.772139,0.006789977,0.135523456,7488.630832,0.17638682214708834,-0.9919280488431951,17,0.3553640385717968
0.061238854038343796,-1.3435758878057236,1.346327781947436,0.3009205384848865,-1.5160097164690416,4751.672075966922,-9.627706540252754,-0.16124731672012854,21.70577778,21.466918669156918,41.7582,-0.1484574359138288,16.08503237,1.292003437140903,0.020076068,11.275795026049,2097.167708,0.009187247,0.178355564,4265.953521,0.16233457214708835,0.791215951156805,16,1.0194979008563356
0.02030936478769186,-1.2467255782925653,1.375764232314571,-0.13802599011113198,0.22793406936502936,-1527.195408033079,-10.913420830252754,0.20364466027987138,50.35888889,-9.51853147084308,48.0477,-0.2369574359138286,11.43280644,1.8378683051409028,0.011665998,209.569157526049,625.0836387,0.106850335,0.159789143,39892.44825,-0.6621514198529116,-0.7383267488431918,15,0.2895997503218878
-0.07021621406384969,-1.2756629947498312,1.4504304832060106,0.3707949911121472,-0.24497260275468194,2277.58761596692,-9.961039870252755,0.04942210027987149,19.17266667,-1.2709748408430812,45.9814,-0.28205743591382876,15.18300142,-0.28949816585909693,0.0329153,-85.181494553951,324.2869931,0.003830998,0.099259677,3453.805612,0.11078314414708836,-0.8214129888431919,19,0.37599384528980084
-0.8958467890408468,0.33860657233494157,1.1610967061366082,-0.09720510512299231,0.7448459574846824,-2029.4774201225912,-14.609635362799432,-0.041033723632919364,70.37235294,-41.85780781648968,46.1249,-0.38207083153583066,18.89869388,0.535679576142885,0.018171156,-39.05036454109324,575.43813,0.009143648,0.073630171,8276.479554,-0.005447729187899099,-0.14660665580066787,29,0.1401214174766519
-1.1833994534333514,0.09217137654851917,1.439278639336516,0.15699718272948218,1.4017369620600342,-1047.1482458225912,1.7570313072005717,-0.0099953216329194,87.694,-42.03322055648968,44.6355,0.34402916846416953,24.82237046,-1.328526947857115,0.020660844,-35.579658081093235,608.4670665,0.006347448,0.097861069,6003.352164,-0.03719507818789908,-0.7609214558006668,30,0.10603825734427914
-1.309450749864789,0.2813372782191808,2.3175651953367744,1.7672349964690255,2.0720301962294667,1009.1233641774086,-12.409635362799431,0.14778968336708065,43.15736842,-25.315222486489684,45.46400025,0.4837291684641694,9.772248731,2.046527940142885,0.026085845,-47.21981435109324,420.0068599,0.012457811,0.075532923,6126.99554,-0.045665230187899086,-0.8494515058006696,49,0.1037071350377465
-0.2882239876924012,-0.5867418427007451,1.8875805519275677,0.6080299908883616,-1.7087195231576853,296.35986117740885,-19.209635362799432,-0.04931362763291937,42.75666667,-39.13093511648968,46.1042,0.5889291684641693,21.69067983,-0.035838558857114844,0.027157844,-37.559490141093235,706.0798152,0.006083869,0.086335217,6673.746305,0.14260445681210093,-2.0329646858006685,51,0.07153644691951665
-1.025055065591402,0.12011645941916413,2.1360382867202676,1.3244960882194545,0.8356811563202258,910.9481441774085,-10.052492502799431,0.022299527367080615,17.09964286,-34.89578499648968,42.7689,0.08812916846416952,14.46896045,3.007218525142885,0.027129899,-11.77335394109323,921.1620478,0.006810374,0.156394836,7710.168742,-0.08919339918789909,-2.40109250580067,23,0.2018394760974137
