SampleID,BA.0.2006,BA.0.2007,BA.0.2008,BA.0.2009,BA.0.2010,BA.0.2011
J6ULA7,12.51885613,13.0693934,13.26799043,13.92173345,14.38176275,15.0500674
J7ACR6,2.39099428,2.69655374,2.98382923,3.24512617,3.47029009,3.58148284
J7ACSA14,2.73560186,3.5620419,4.44908784,4.93040186,5.65088317,6.17938387
J7AMSP5,1.31800866,1.39713105,1.48421521,1.55417711,1.58587636,1.60569923
J7AMSP6,11.27696124,11.68620101,12.32568201,12.71984036,12.98360652,13.17286273
J7BEPA10,NA,NA,NA,NA,NA,NA
J7BEPO8,0.22197376,0.30353531,0.39404049,0.47041431,0.51975378,0.56625205
J7BEPO9,0.09948122,0.16949401,0.28546953,0.38813597,0.47284697,0.54271775
J7CAC12,6.71020452,7.72443688,8.58864779,9.27671097,9.88734705,10.09945756
J7CAC13,8.56505894,10.87273939,14.18440275,17.21409443,19.9760476,21.92669448
J7FAG10,7.88203566,9.18071234,10.28813749,11.66836108,12.99105896,13.92163523
J7FRA13,7.45514231,10.14570083,13.64607671,17.07050067,21.34046387,24.97638357
J7OSV14,9.91165374,10.42875773,10.88969182,11.26326174,11.93734248,12.70809316
J7PRS10,4.07752239,4.56925606,5.07568472,5.34064527,5.67898439,5.91581041
J7PRS9,4.66499374,5.71109147,6.71857981,7.878812,8.63171706,9.29356483
J7PRV18,7.11271009,8.77108596,10.15022217,11.5226226,13.10562598,14.58146472
J7PRV5,1.98362438,2.62904554,2.98799587,3.57395729,3.68324564,3.74948023
J7PRV6,5.55644088,6.81660968,7.31522382,7.74711584,7.89221501,8.09628679
J7QUR15,8.77738643,9.92241331,10.92268718,11.83827392,12.43710605,12.93962716
J7RHT6,1.39179191,2.51947739,5.61604258,10.69829264,16.50164542,22.87392786
J7RHT7,15.42104809,18.33565871,21.66371176,24.54900052,27.08026831,28.69981843
J7SOA12,6.09827607,8.90572854,11.03423198,16.54881113,19.7074428,21.47498451
J7SOA3,10.39617922,13.23814542,16.10486089,19.41133631,23.05330731,25.56074769
J7SOA4,2.76163489,3.35435682,4.05902214,4.82766049,5.76003375,6.39657403
J7TIA10,1.25443029,2.09553321,2.67400723,3.28840772,3.68979822,3.98039514
J8ACP3,3.28634777,3.43593471,3.83117022,5.39051487,6.48257118,8.24144762
J8ACP4,11.26828077,12.5467232,14.25296759,17.6014384,20.03884886,21.32528321
J8ACSA16,14.00345524,14.12643408,14.24102151,14.51579397,15.01664405,15.22102242
J8ACSP4,7.18904965,7.57906756,7.69626093,8.04702795,8.53697842,8.61672189
J8AMSP7,14.75531731,14.96787276,15.15485918,15.26521331,15.46182066,15.57644383
J8AMSP8,4.03894658,4.10715212,4.27095477,4.46068183,4.59343042,4.76879215
J8CAC14,12.09226639,12.50877756,12.84210054,13.1213685,13.43660277,13.70873283
J8CAC15,37.17567244,38.79587522,39.71309009,41.12690496,42.09427301,42.79149334
J8FAG11,14.36266202,15.00415207,15.4042443,15.87587217,16.22834983,16.58080374
J8OSV16,12.4242053,13.89024581,15.59088593,16.47054777,18.13986975,18.9203254
J8POG4,3.3395878,4.2076823,5.25227718,5.92422438,6.80760489,7.50751305
J8POG5,12.88435595,17.07767764,20.58602158,25.26319606,30.56520916,34.29178404
J8POT9,4.60512757,5.58451316,6.03312149,7.0459176,7.97105979,8.76535592
J8PRP2,45.7015946,47.27703714,49.20063845,52.17370743,57.18752987,58.07455758
J8PRP3,11.21426114,13.42286282,15.54257609,18.64471269,21.57783947,23.23908382
J8PRV7,6.79736605,7.05892425,7.132831,7.2201392,7.39054469,7.53235461
J8PRV8a,12.40742586,13.94263874,15.75382345,17.68167494,19.04957582,20.21345658
J8QUR16,2.64539223,4.41018485,6.96218067,9.26069395,13.00463712,14.87320872
J8RHT8,3.99271529,5.56367753,7.31445276,9.49238445,12.18351002,13.41233436
J8RHT9,17.78393751,18.93781347,20.08979053,21.19508254,22.02090299,22.82829014
J8SOA5,3.71859268,4.73884237,5.72145401,6.46788622,7.4497912,7.76298167
J8SOA6,2.7000854,3.5264244,4.30607404,5.92903965,7.53572789,8.78817937
J8TIA12,18.63663389,20.08887476,22.33080324,23.50274787,25.18814341,27.01732827
J8ULA9,2.50790466,3.67198091,4.48417617,5.50268624,6.0422759,6.45095256
J9ACP5,3.55010062,4.29552441,5.12285124,5.66292982,7.50109517,8.13745612
J9ACR7,NA,NA,NA,NA,NA,NA
J9ACR9,9.16227897,9.31974998,9.77842623,9.9493251,10.82778024,11.871097
J9ACSA18,8.3696502,8.60212135,8.87025437,9.97111502,11.55898647,12.85993845
J9AMSP10,4.26454886,4.47040192,4.66986792,4.9267907,5.10453612,5.26812239
J9AMSP9,18.20837905,19.72292909,20.59237349,21.31187086,21.85479226,22.38838235
J9BEPA13,21.05508471,22.53755342,22.85237013,23.06888602,23.36391147,23.50587907
J9FAG12,2.69237043,2.85017165,3.16644619,3.87495407,4.17091467,4.45683024
J9FAG13,2.85562526,3.12764143,3.69555734,3.970678,5.29693138,6.95800235
J9FRA16,2.73640928,2.84780583,2.95411772,3.16807373,3.27396268,3.47724473
J9OSV17,2.9604818,3.95109783,5.14249834,5.94107883,6.63403798,7.97999209
J9POG6,15.53377472,16.49134414,16.86552137,17.65280154,18.71778476,19.12043916
J9PRP4,3.90212315,4.04553999,4.34147233,5.10405153,6.18606965,6.62067777
J9PRP5,7.86919421,8.08794448,8.27575321,9.72530802,10.26978667,10.8548653
J9PRP6,12.95498288,15.30271745,16.14441256,18.98140425,21.53355558,23.05631892
J9PRV10,2.54152391,2.68043473,3.12525755,3.32206891,3.40316421,3.79667932
J9PRV8b,1.31828493,1.54975983,1.80407902,2.15980018,2.55945043,2.87826711
J9PRV9,3.09190012,3.54001513,3.91810227,4.94694382,5.33400453,6.0327503
J9SOA7,13.30164624,15.77024181,16.83641412,19.88490509,24.43872826,26.40264602
J9SOA8,8.17803456,8.74741897,8.93785113,9.25679759,9.3984467,9.71758166
J9SOA9,10.74954321,11.62213588,12.64062235,13.66429422,14.93280611,16.90444649
