Soil.Fertility,Light,Temperature,pH,Slope,Species,Tree.Age,BIO_GR
0.19921866037149005,-0.9990276854896896,-0.1619368357717011,-1.0081602027796344,0.2171387845891035,OSV,30,0.0760970428265
0.15015179128793177,-1.2147823780685936,1.5239706783828546,0.4919688742782769,0.13541776263389887,PRP,25,0.1718307980529287
-1.9655871859671412,2.145071931370163,-0.04895564123481949,1.0160915903310883,-0.27856765416739176,ACP,16,0.3493280684575156
1.1678276084956076,0.881710398328835,-0.13739802573844778,-1.1501122332394262,-2.2809275622229728,ACSA,32,0.21463942661135435
-0.7872495692168733,-2.0292208221663284,-1.6049987789866913,-1.4628697654877594,-0.672547699243298,PRP,31,0.1420492850103499
-0.08085522404123914,-1.640112879007951,-0.13880552491806236,-1.4011165271817791,-0.2938376691159431,FAG,30,0.4089254986915747
1.1908591181517552,0.8801158931290362,-0.17913752056686652,-1.2748635866135407,0.7020357561634323,FAG,21,0.845570436087429
1.1415672912307138,-0.29271273311062973,-0.6745160926291297,1.2144490491839772,0.05519231102267595,POB,14,0.29903690343828715
0.14542989409661036,-1.5498305566546566,-0.19467785663677467,-1.6790806315903937,-0.43238037973897553,ACR,37,0.10926638003704324
0.7341366248567822,-0.02503268805019639,1.4079395801431864,0.9241026718743092,-2.2945191638538525,QUR,13,0.6383237728711302
0.7938795625906041,0.14217130480144763,0.06962967582039971,0.6758664938596173,-0.21143819432485655,ACSA,31,0.30576906082412214
1.1219335643771298,0.680265306266809,0.05099251046274647,-0.809601039125511,-0.0551499023565171,FAG,22,0.25506214572136593
0.859667355979392,-0.5095491024384606,-1.2965922426644083,0.28644401434227007,-0.3630354631039607,POB,15,0.6432891641983945
0.33511247584020304,-1.262608530537578,1.5946000414980814,0.1929395923190617,0.45464438796154594,PRP,13,0.36368507879736733
-0.7243663532278712,0.857444162996809,-0.7093653409639684,0.9973180879258594,-1.3604627138878642,BEPA,13,2.418699818161614
0.6998671681121397,-0.24443218928529584,-0.16899376047570894,-1.2788743647273084,0.604869066895721,FAG,50,0.14304375026863222
1.232180671456125,1.237212266989362,-0.08937331204112399,-1.599771275582516,0.7573746737003835,QUR,19,0.7063851412946803
-0.9039921679372842,-0.6113082482715113,-0.09505220843248056,-0.7551376127011751,-0.04047309299211576,COA,27,0.2487750665521529
1.206931575149257,-0.3281828626451741,-0.48812382140707095,1.8174204970406849,0.33254322673406045,POD,20,0.3214244777867467
0.3984486783143555,-0.01904706878072803,0.2435912763516637,0.3986747569275378,0.7761807470915814,BEPO,31,0.1270131627293227
-0.2728959976220812,-0.4082952290719076,0.5193560340114719,0.9534460723602144,0.40610848072479744,FAG,31,0.23798764024961425
0.5183445490069792,-1.4662658393149803,1.428588016700997,0.3256272629729884,-0.20952861037533624,BEA,14,1.1292326864290887
0.01102310430884303,0.29943600875051063,1.5306236751775475,1.3362803890702617,1.6502499027952318,POB,14,0.2915022035951232
0.46531893221916526,0.9814533437453684,0.5240521609564367,-0.33501183225388403,-0.9014850933478252,BEA,15,0.5423278797134011
-0.43439256070571,-1.1222931367337072,-0.4424550556637763,-1.5175148138103154,-0.07346247327230364,ACSA,53,0.04513794558652399
0.8188782633023348,0.15804224617367077,0.6608822916027494,1.2053789448871362,-5.627607807418056,AMSP,15,0.32272178134944357
-0.1471209162172313,1.2294984163855482,0.4013308005659607,0.00793483300058361,-1.5354091345086711,ACSP,22,0.47791980048778154
-1.6397234360355832,1.2665004468095014,-1.1814837745301217,-1.0325057897892225,-0.4395490335118426,FRA,20,0.23727648225682768
1.1554993629670718,1.067957339262778,-0.23735650995653487,-1.470842968801071,0.3717438323146747,ACP,17,0.9513645084438246
-0.2170048858477103,-0.8870963978513118,-0.31137954045138927,-0.7093486323848973,-0.2637939539016513,CAC,42,0.05733465751342194
0.6728775531161056,-0.02506124149029578,0.8131005960770646,0.6823508906628699,1.0749441495629368,CAC,23,0.6805257696738031
-0.2761922171802334,-0.03789617727769497,0.7179244471932775,0.01383390300160505,0.4097360691596066,PRS,18,0.2001483484229491
0.4564091203058736,-1.5532036180695536,1.0552445647884363,0.885389312460481,0.5786023732985381,POT,12,0.8494707223124474
1.262807038320815,0.6354190871674957,0.2618434069315199,-0.2803142506793413,-0.06247906995847651,ACR,16,0.5470642845579358
-0.5280751924323098,-1.0675817188078092,-0.33078216800417815,-0.9999987372645012,-0.2877527825472822,ACP,31,0.26931061235728565
-1.4813204445646668,1.2526617327102472,-0.5329976266589382,0.00918675163327425,0.03884282827740776,ACSP,18,1.4831948283160816
-0.1437169278696306,-0.18807132192741088,0.18667270459469268,-1.080610684750149,0.469363135643819,SOA,16,0.540848665356722
-0.9165372441077372,-0.08230907230411771,1.0609486886929247,-0.4204884750528361,-0.2514979300810463,ULA,13,0.24648951740152011
-1.245887985921034,0.8056235182374016,-1.4445008872178833,-1.2038305990198064,-0.37040327040108406,ACSA,28,0.14767183583582616
-0.4745039478329662,-0.27770039400463586,1.2412139255136223,2.3275306833808393,1.4381343469113277,POT,9,4.100617431036759
-0.9312580953321116,-0.5481872530883184,1.2567629255138804,-0.6024351390228659,-0.08749887434148672,PRV,15,0.3289377139111412
1.2716205921562618,1.186832561563695,-0.125865273258459,-1.4883874910691308,0.9187018357529758,SOA,33,0.14749412991713515
0.08258001954781237,-1.28516070918388,1.1218850998743204,-0.1707747704721583,-0.11172426693737886,BEPA,21,0.3220026822490731
-0.97531462764715,-1.9269023312925635,-1.0398988628508392,-0.16436695125513856,0.10380454059022298,PRP,22,0.266325126869283
-0.2048786374091656,-1.583396696345729,0.1406887715609648,-1.3284941840633275,-0.8103473259114253,ACP,16,0.5330376260352186
1.1420815742326065,0.6402652105895841,0.08746896456303038,-0.45979404015588293,-0.1748956231654654,AMSP,23,0.13785890007882606
1.1603857618816786,0.7453764779252241,0.02157668795150554,-0.7268685934400086,0.9219502649460958,OSV,25,0.14058368594275042
0.2191720861783672,-1.179381224837508,1.38862394837795,-0.5756699876300366,-0.7069125113610616,AMSP,30,0.2601368595508874
-0.09308352099749188,-0.6376162641970057,0.5950917222814904,0.7959382041851918,-0.10415696048671332,SOA,14,1.0322236816188275
0.42160046606999946,0.7044907091739967,-0.3502256851284092,-0.31197748258611485,-0.10307581076485844,FAG,42,0.05565316823500556
-2.1053150044881175,-0.3951419222527324,-0.8997551643799591,-0.5115655080028455,0.567498647531959,PRV,15,0.16930599240638447
1.0772581721752228,-0.39277778199175,-1.2402469070556053,-0.0141441940853574,-0.8499982486348656,POB,22,0.13645135105422662
-1.6968961023247673,-0.5531726752536128,-0.762616509317132,-0.02687058283466969,-0.26811221894389975,ULA,21,0.5196946421440721
-2.528036003940899,1.6110243272107947,-1.0036415224858617,0.6856877885949192,-0.02387610522224062,TIA,21,0.24456632635417735
1.02686547490117,-0.23146370309328845,-0.04045934194119835,1.1877720595354726,-4.9465224929581995,POT,10,1.2401605827700894
-1.019639160088568,1.35060732735768,0.5009092082495894,-0.22154634123058492,-0.15322762247031843,QUR,15,0.8590314178945313
-2.755364478880599,0.09464988023864052,-0.4722546846105778,0.7951497980380761,1.471510548055725,PRV,23,0.24079250503170024
-2.6253965287010725,-1.1213285621173683,-1.6167289040992046,0.08374414047391067,0.02307121388344494,AMSP,26,0.1211416291183527
-0.6905441568266589,-1.3745379831074844,1.6897347932647238,-1.3583358886825656,0.0264625464460079,BEA,15,0.37945855082739344
-0.32165614054106156,1.8864095414612332,0.2844543358037095,-0.4629399001347893,0.03095753629510647,FRA,22,0.2711768092464217
-0.40705719300276066,0.972507009779337,-0.6075786712066205,-0.2552600857053859,-0.5579565087991758,PRS,25,0.089037778567232
-1.433272384850823,2.0707754763203674,0.24438687935985792,-0.14495162752838278,0.4907993011834377,FAG,26,0.08006814604114318
